1	1	3.11	C	1580055842.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0
1	1	4a1	A	1607862280.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5,2a1,1.3,4a2,5.1	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C,A,C,A,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0,1605869583.0,1607127818.0,1607295609.0,1607830817.0
1	1	4.6	C	1640652802.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5,2a1,1.3,4a2,5.1,4a1,3a15,3a12,3.8,1.1,4.1,3a1,4.7,3a16,3a17,2.3,4.2.1,3.7.1,5a4,3.7,3a5,3.2,4a3,3a13,5.2	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C,A,C,A,C,A,A,A,C,C,C,A,C,A,A,C,C,C,A,C,A,C,A,A,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0,1605869583.0,1607127818.0,1607295609.0,1607830817.0,1607862280.0,1607875776.0,1610614135.0,1611618823.0,1611971072.0,1612898054.0,1615707299.0,1617272095.0,1618750436.0,1620835276.0,1625328691.0,1625347217.0,1625366496.0,1626170126.0,1626384983.0,1626740109.0,1626745719.0,1628097316.0,1634610734.0,1640652802.0
1	1	4.8	C	1599093005.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0
1	1	4a3	A	1628097316.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5,2a1,1.3,4a2,5.1,4a1,3a15,3a12,3.8,1.1,4.1,3a1,4.7,3a16,3a17,2.3,4.2.1,3.7.1,5a4,3.7,3a5,3.2	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C,A,C,A,C,A,A,A,C,C,C,A,C,A,A,C,C,C,A,C,A,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0,1605869583.0,1607127818.0,1607295609.0,1607830817.0,1607862280.0,1607875776.0,1610614135.0,1611618823.0,1611971072.0,1612898054.0,1615707299.0,1617272095.0,1618750436.0,1620835276.0,1625328691.0,1625347217.0,1625366496.0,1626170126.0,1626384983.0,1626740109.0,1626745719.0
1	1	3a1	A	1615707299.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5,2a1,1.3,4a2,5.1,4a1,3a15,3a12,3.8,1.1,4.1	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C,A,C,A,C,A,A,A,C,C,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0,1605869583.0,1607127818.0,1607295609.0,1607830817.0,1607862280.0,1607875776.0,1610614135.0,1611618823.0,1611971072.0,1612898054.0
1	1	2a1	A	1605869583.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0
1	1	4a2	A	1607295609.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3,3a2,5a1,3.11,3a8,2a3,4a5,3.3,3.2.4,4.0,5.0,5a5,3.2.1,4.4,3.16,4a6,4a4,4.8,3.6.1,3.4,3.14,3.12,4.5,2a1,1.3	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A,A,A,C,A,A,A,C,C,C,C,A,C,C,C,A,A,C,C,C,C,C,C,A,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0,1575579774.0,1576208022.0,1580055842.0,1581226326.0,1581646423.0,1582367172.0,1583603021.0,1585703797.0,1589101985.0,1589891629.0,1591164733.0,1591213841.0,1591376105.0,1592134561.0,1594319871.0,1594850615.0,1599093005.0,1599847964.0,1600898347.0,1602508272.0,1604149461.0,1605419653.0,1605869583.0,1607127818.0
1	1	3a2	A	1575579774.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2,2a2,2a4,5a2,3a10,3.2.2,2.1,3a14,4.10,5a3	C,A,C,C,C,C,A,C,A,C,C,C,A,C,A,A,A,A,C,C,A,C,A	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0,1550657507.0,1551945156.0,1558971911.0,1559363733.0,1561793559.0,1563970464.0,1565786775.0,1566388733.0,1571703876.0
1	1	2a2	A	1550657507.0	3.0,2a5,4.9,2.0,4.3,3.5,3a6,1.2,3a9,4.2,3.15,5.3,3a18,2.2	C,A,C,C,C,C,A,C,A,C,C,C,A,C	1515124701.0,1515301265.0,1516356801.0,1519011941.0,1520477199.0,1522483210.0,1523940323.0,1524525675.0,1529931585.0,1530774249.0,1531483489.0,1533141224.0,1533791659.0,1546887625.0
